id,ig_date,ig_year,event_dur,fsr_km2_dy,mx_grw_km2
2533,2001-08-15,2001,5,0.12879520398,0.42931734659
2534,2001-08-15,2001,1,0.2146586733,0.2146586733
2537,2001-08-16,2001,8,0.26832334162,0.64397601989
2538,2001-08-16,2001,6,0.35776445549,1.93192805967
2539,2001-08-16,2001,13,9.42846941941,28.3349448751
2540,2001-08-16,2001,1,0.85863469319,0.85863469319
2542,2001-08-16,2001,3,4.15006768373,5.15180815912
2543,2001-08-16,2001,3,0.71552891099,1.28795203978
2546,2001-08-16,2001,21,0.95063126746,6.2251015256
2548,2001-08-16,2001,1,0.42931734659,0.42931734659
2551,2001-08-16,2001,4,2.30758073794,7.08373621878
2552,2001-08-16,2001,1,0.42931734659,0.42931734659
2555,2001-08-17,2001,1,0.2146586733,0.2146586733
2557,2001-08-17,2001,2,0.96596402983,1.07329336648
2559,2001-08-17,2001,9,0.38161541919,1.28795203978
2563,2001-08-17,2001,1,0.2146586733,0.2146586733
2566,2001-08-17,2001,3,0.57242312879,0.85863469319
2567,2001-08-17,2001,2,0.2146586733,0.2146586733
2571,2001-08-18,2001,7,3.00522142615,11.3769096847
2573,2001-08-18,2001,2,0.53664668324,0.85863469319
2574,2001-08-18,2001,12,1.28795203978,5.58112550571
2575,2001-08-18,2001,1,0.2146586733,0.2146586733
2576,2001-08-18,2001,4,0.37565267827,0.85863469319
2579,2001-08-18,2001,2,0.32198800995,0.42931734659
2581,2001-08-18,2001,8,20.3120769607,81.9996131993
2586,2001-08-18,2001,1,0.2146586733,0.2146586733
2588,2001-08-18,2001,8,1.3416167081,4.93714948582
2590,2001-08-19,2001,7,7.23706384257,26.6176754888
2592,2001-08-19,2001,2,0.42931734659,0.42931734659
2596,2001-08-19,2001,3,0.2146586733,0.42931734659
2597,2001-08-19,2001,6,0.1431057822,0.42931734659
2598,2001-08-19,2001,35,7.48852114557,40.9998065996
2603,2001-08-19,2001,1,0.2146586733,0.2146586733
2604,2001-08-20,2001,23,0.34532047443,3.43453877274
2606,2001-08-20,2001,1,1.93192805967,1.93192805967
2607,2001-08-20,2001,1,2.79056275285,2.79056275285
2608,2001-08-20,2001,7,3.03588695091,12.6648617245
2609,2001-08-20,2001,23,4.58249602559,39.9265132331
2612,2001-08-20,2001,11,1.48309628823,9.01566427845
2613,2001-08-20,2001,2,1.07329336648,1.71726938637
2618,2001-08-21,2001,1,0.42931734659,0.42931734659
2626,2001-08-21,2001,1,1.07329336648,1.07329336648
2628,2001-08-21,2001,4,2.6832334162100002,9.01566427845
2636,2001-08-22,2001,4,0.2146586733,0.64397601989
2637,2001-08-22,2001,6,0.46509379214,1.50261071308
2638,2001-08-22,2001,20,0.63324308623,2.14658673296
2657,2001-08-23,2001,1,0.64397601989,0.64397601989
2658,2001-08-23,2001,1,0.42931734659,0.42931734659
2663,2001-08-23,2001,1,0.2146586733,0.2146586733
2665,2001-08-24,2001,12,0.0715528911,0.42931734659
2668,2001-08-24,2001,19,1.02810206684,10.0889576449
2674,2001-08-24,2001,1,0.2146586733,0.2146586733
2675,2001-08-24,2001,5,0.38638561193,0.85863469319
2676,2001-08-25,2001,2,0.2146586733,0.2146586733
